mass JMSUp JMSDown

BulkG_WW_lvjj_M800 2.000 0.857
BulkG_WW_lvjj_M1200 -1.682 1.869
BulkG_WW_lvjj_M1400 0.164 0.985
BulkG_WW_lvjj_M1600 -2.435 -0.304
BulkG_WW_lvjj_M1800 -1.124 0.562
BulkG_WW_lvjj_M2000 -0.618 0.247
BulkG_WW_lvjj_M2500 -1.436 0.103
BulkG_WW_lvjj_M3000 0.216 0.000
BulkG_WW_lvjj_M3500 -0.601 -0.301
BulkG_WW_lvjj_M4000 0.560 -0.654
BulkG_WW_lvjj_M4500 -0.388 -0.581
