mass JESUp JESDown

Wprime_WZ_lvjj_M800 -11.423 9.270
Wprime_WZ_lvjj_M1000 -12.427 14.293
Wprime_WZ_lvjj_M1200 -14.697 16.262
Wprime_WZ_lvjj_M1400 -15.178 17.402
Wprime_WZ_lvjj_M1600 -14.110 15.245
Wprime_WZ_lvjj_M1800 -14.750 18.367
Wprime_WZ_lvjj_M2000 -13.846 14.829
Wprime_WZ_lvjj_M2500 -15.727 18.137
Wprime_WZ_lvjj_M3000 -14.998 16.832
Wprime_WZ_lvjj_M3500 -15.201 16.970
Wprime_WZ_lvjj_M4000 -14.701 17.457
Wprime_WZ_lvjj_M4500 -15.664 17.997
