mass JESUp JESDown

BulkG_WW_lvjj_M800 16.054 -14.539
BulkG_WW_lvjj_M1200 22.645 -20.516
BulkG_WW_lvjj_M1400 28.689 -23.002
BulkG_WW_lvjj_M1600 28.401 -23.740
BulkG_WW_lvjj_M1800 29.929 -25.266
BulkG_WW_lvjj_M2000 30.934 -26.772
BulkG_WW_lvjj_M2500 32.890 -25.568
BulkG_WW_lvjj_M3000 32.701 -23.783
BulkG_WW_lvjj_M3500 28.723 -24.956
BulkG_WW_lvjj_M4000 27.168 -22.574
BulkG_WW_lvjj_M4500 18.407 -19.408
