mass JESUp JESDown

BulkG_WW_lvjj_M800 10.656 -13.934
BulkG_WW_lvjj_M1200 21.849 -8.403
BulkG_WW_lvjj_M1400 17.557 -14.504
BulkG_WW_lvjj_M1600 20.000 -19.286
BulkG_WW_lvjj_M1800 22.314 -13.223
BulkG_WW_lvjj_M2000 16.783 -21.678
BulkG_WW_lvjj_M2500 30.714 -19.286
BulkG_WW_lvjj_M3000 23.313 -21.472
BulkG_WW_lvjj_M3500 23.729 -24.859
BulkG_WW_lvjj_M4000 29.048 -24.286
BulkG_WW_lvjj_M4500 21.739 -18.478
